Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor/m2;Valor Bruto;Tipo Agregado
Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0;42.5;2260.0;Apartamento
Casa;Jardim Botânico;2;0;1;100;7000.0;0.0;0.0;70.0;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;150;5200.0;4020.0;1111.0;34.67;10331.0;Apartamento
Apartamento;Centro;1;0;0;15;800.0;390.0;20.0;53.33;1210.0;Apartamento
Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;16.67;;Apartamento
Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0;26.0;1618.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0;29.33;;Casa
Casa de Condomínio;Ramos;2;2;0;65;1000.0;0.0;0.0;15.38;;Casa
Conjunto Comercial/Sala;Centro;0;3;0;695;35000.0;19193.0;3030.0;50.36;57223.0;Apartamento
Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0;21.43;2216.0;Apartamento
Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0;16.67;1969.0;Apartamento
Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0;50.0;2611.0;Apartamento
Quitinete;Copacabana;1;0;0;27;1800.0;501.0;0.0;66.67;;Apartamento
Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;53.5;15803.0;Apartamento
Casa de Condomínio;Taquara;3;1;1;115;2000.0;0.0;0.0;17.39;;Casa
Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0;17.59;1278.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0;25.37;2436.0;Apartamento
Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;17.27;2738.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;0.0;16.09;;Casa
Apartamento;Olaria;3;1;0;68;1000.0;670.0;0.0;14.71;;Apartamento
Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;25.64;;Apartamento
Conjunto Comercial/Sala;São Cristóvão;0;1;0;25;1100.0;600.0;0.0;44.0;;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;56.0;9563.0;Apartamento
Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;15.62;1547.0;Apartamento
Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0;24.0;6200.0;Apartamento
Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0;30.0;;Casa
Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;32.89;;Apartamento
Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;26.46;12850.0;Apartamento
Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0;30.56;7700.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;700.0;0.0;0.0;31.82;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;21.9;;Apartamento
Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0;35.45;5520.0;Apartamento
Conjunto Comercial/Sala;Centro;0;5;0;1306;117540.0;19486.0;0.0;90.0;;Apartamento
Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0;48.15;1733.0;Apartamento
Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0;17.5;5776.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0;25.71;3035.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;50;1500.0;250.0;0.0;30.0;;Apartamento
Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;20.49;11600.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0;40.91;6950.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;460;7500.0;4797.0;2019.0;16.3;14316.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1170;140456.0;23409.0;5852.0;120.05;169717.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;0.0;33.33;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;0.0;26.0;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0;32.64;3020.0;Apartamento
Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0;22.22;6800.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0;25.0;3340.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;70;1900.0;1080.0;251.0;27.14;3231.0;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;50;4000.0;1160.0;200.0;80.0;5360.0;Apartamento
Apartamento;Centro;1;0;0;27;750.0;371.0;19.0;27.78;1140.0;Apartamento
Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0;57.14;2725.0;Apartamento
Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0;36.84;2007.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0;19.28;2917.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0;15.62;;Casa
Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0;42.48;9234.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;84;1500.0;1546.0;0.0;17.86;;Apartamento
Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;67.42;21500.0;Apartamento
Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0;36.78;4722.0;Apartamento
Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0;17.22;2474.0;Apartamento
Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0;26.42;1813.0;Apartamento
Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0;55.09;7644.0;Apartamento
Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0;20.93;2482.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0;25.0;2725.0;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;32;700.0;380.0;56.0;21.88;1136.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0;25.68;2554.0;Apartamento
Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0;53.33;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1;2850.0;2050.0;0.0;2850.0;;Apartamento
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0;56.43;11300.0;Apartamento
Casa;Méier;2;0;0;51;1500.0;50.0;0.0;29.41;;Casa
Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;0.0;42.11;;Apartamento
Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0;16.67;1660.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;700.0;1010.0;56.0;21.21;1766.0;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;24;2500.0;682.0;112.0;104.17;3294.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;850.0;719.0;0.0;26.56;;Apartamento
Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;38.36;42000.0;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;0.0;17.86;;Casa
Conjunto Comercial/Sala;Centro;0;1;0;390;25397.0;12090.0;1318.0;65.12;38805.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;320;12000.0;3740.0;1541.0;37.5;17281.0;Apartamento
Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0;43.75;4735.0;Apartamento
Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;52.92;18540.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0;25.0;4370.0;Apartamento
Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;17.78;1094.0;Apartamento
Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0;40.0;3578.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0;30.68;6042.0;Apartamento
Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0;29.73;2540.0;Apartamento
Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0;42.31;7153.0;Apartamento
Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;0.0;19.48;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0;29.41;4090.0;Apartamento
Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0;18.59;2153.0;Apartamento
Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;0.0;42.59;;Apartamento
Quitinete;Centro;0;0;0;30;800.0;505.0;0.0;26.67;;Apartamento
Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;0.0;28.99;;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;58.33;9170.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0;35.26;4188.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;95;3800.0;1688.0;392.0;40.0;5880.0;Apartamento
Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0;16.67;1600.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0;26.67;4235.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;310;17050.0;5950.0;1917.0;55.0;24917.0;Apartamento
Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;46.51;5447.0;Apartamento
Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0;35.71;1634.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0;24.29;2713.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;145;9000.0;6400.0;0.0;62.07;;Apartamento
Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;22.5;2984.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;142;4000.0;5024.0;12415.0;28.17;21439.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;241;22000.0;9384.0;0.0;91.29;;Apartamento
Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;15.7;3650.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0;10.73;9235.0;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0;55.17;27162.0;Apartamento
Apartamento;Olaria;2;1;0;53;1100.0;160.0;0.0;20.75;;Apartamento
Quitinete;Copacabana;1;0;0;29;1200.0;460.0;0.0;41.38;;Apartamento
Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0;33.73;3498.0;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0;53.75;5665.0;Apartamento
Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;55.6;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;1500.0;637.0;84.0;37.5;2221.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;48;1400.0;729.0;157.0;29.17;2286.0;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;64;0;4800;312000.0;92000.0;0.0;65.0;;Apartamento
Conjunto Comercial/Sala;Largo do Machado;0;0;0;30;800.0;592.0;162.0;26.67;1554.0;Apartamento
Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;51.02;8775.0;Apartamento
Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0;52.24;4610.0;Apartamento
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;166.67;30871.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0;34.09;12127.0;Apartamento
Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0;31.17;3670.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;55;900.0;1240.0;240.0;16.36;2380.0;Apartamento
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0;24.55;1827.0;Apartamento
Casa;Maracanã;8;3;5;259;7000.0;0.0;0.0;27.03;;Casa
Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;45.88;5911.0;Apartamento
Apartamento;Catete;2;0;0;75;3350.0;455.0;0.0;44.67;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0;13.33;2224.0;Apartamento
Casa;Benfica;1;0;0;33;1200.0;0.0;0.0;36.36;;Casa
Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0;87.5;1910.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;212;13000.0;4700.0;1350.0;61.32;19050.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;490.0;450.0;525.0;22.27;1465.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;445.0;791.0;1041.0;22.25;2277.0;Apartamento
Apartamento;Praça Seca;2;0;0;80;900.0;350.0;0.0;11.25;;Apartamento
Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0;27.03;1309.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;20;800.0;0.0;0.0;40.0;;Apartamento
Conjunto Comercial/Sala;São Francisco Xavier;0;1;0;27;1500.0;580.0;0.0;55.56;;Apartamento
Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0;36.67;7700.0;Apartamento
Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0;39.37;6910.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0;22.97;2456.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1300.0;935.0;217.0;40.62;2452.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;28;800.0;550.0;0.0;28.57;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1600.0;1100.0;350.0;35.56;3050.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0;23.44;4708.0;Apartamento
Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0;50.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;154;3900.0;5100.0;559.0;25.32;9559.0;Apartamento
Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;31.0;8420.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0;25.86;2272.0;Apartamento
Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0;55.0;7020.0;Apartamento
Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0;17.19;9000.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;13.33;2152.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;21;1200.0;588.0;0.0;57.14;;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;22;500.0;600.0;85.0;22.73;1185.0;Apartamento
Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;192.31;14082.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;48;2000.0;1064.0;0.0;41.67;;Apartamento
Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;105.26;46200.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;35;1000.0;322.0;33.0;28.57;1355.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;20;1000.0;690.0;58.0;50.0;1748.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;21.15;3198.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1380.0;509.0;25.0;4889.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0;36.11;4537.0;Apartamento
Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0;16.0;1605.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;8;0;380;18000.0;5276.0;1851.0;47.37;25127.0;Apartamento
Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0;28.95;7570.0;Apartamento
Quitinete;Catete;0;0;0;20;700.0;500.0;28.0;35.0;1228.0;Apartamento
Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;92.86;79559.0;Apartamento
Apartamento;Méier;2;0;0;56;899.0;402.0;135.0;16.05;1436.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;270;7000.0;2800.0;1249.0;25.93;11049.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0;16.9;1854.0;Apartamento
Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0;34.29;4981.0;Apartamento
Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;30.0;17946.0;Apartamento
Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;18.39;2350.0;Apartamento
Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0;42.86;2020.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;700.0;628.0;1120.0;29.17;2448.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;21;1000.0;520.0;116.0;47.62;1636.0;Apartamento
Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;100.0;27200.0;Apartamento
Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0;33.0;4240.0;Apartamento
Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;0.0;26.88;;Apartamento
Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0;10.26;1770.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0;29.41;4270.0;Apartamento
Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0;65.22;8750.0;Apartamento
Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0;52.86;4980.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;0.0;16.84;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;76.53;40000.0;Apartamento
Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;0.0;20.0;;Apartamento
Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0;47.5;2384.0;Apartamento
Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;0.0;22.95;;Apartamento
Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;28.0;8934.0;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;75.0;17072.0;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;0.0;26.43;;Apartamento
Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0;50.0;4010.0;Apartamento
Casa;Jardim Carioca;3;2;1;135;3000.0;0.0;0.0;22.22;;Casa
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;58;2100.0;495.0;140.0;36.21;2735.0;Apartamento
Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;32.05;3408.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;2;0;210;25200.0;6300.0;1890.0;120.0;33390.0;Apartamento
Quitinete;Centro;0;0;0;28;700.0;400.0;16.0;25.0;1116.0;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;53.33;5559.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;32;900.0;450.0;0.0;28.12;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;0.0;18.14;;Apartamento
Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;18.46;;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0;25.0;2999.0;Apartamento
Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;61.9;15850.0;Apartamento
Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;0.0;15.19;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0;24.1;3808.0;Apartamento
Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;0.0;22.5;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0;22.62;3215.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;20.78;2615.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;650.0;530.0;170.0;27.08;1350.0;Apartamento
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;49.02;;Apartamento
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;24.0;;Apartamento
Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;43.65;8900.0;Apartamento
Casa;Lins de Vasconcelos;2;0;0;40;950.0;0.0;50.0;23.75;;Casa
Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;70.0;23110.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;8;0;463;92600.0;11843.0;14355.0;200.0;118798.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;190;4500.0;886.0;0.0;23.68;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;185;3000.0;10046.0;462.0;16.22;13508.0;Apartamento
Conjunto Comercial/Sala;Centro;0;4;0;230;7000.0;3130.0;1202.0;30.43;11332.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;55;1760.0;1420.0;0.0;32.0;;Apartamento
Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;38.99;21900.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;80;2800.0;560.0;0.0;35.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;18.5;;Apartamento
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;21.13;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;23.46;3221.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;50.42;35010.0;Casa
Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;43.68;5043.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;700.0;26.67;6700.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0;24.34;10508.0;Casa
Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;24.31;9452.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;25;1000.0;450.0;0.0;40.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;0.0;18.63;;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;60.0;5500.0;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0;18.46;1566.0;Apartamento
Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0;38.46;8836.0;Apartamento
Quitinete;Copacabana;1;0;0;23;1000.0;562.0;0.0;43.48;;Apartamento
Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;0.0;26.67;;Apartamento
Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;36.0;2172.0;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;46.43;8806.0;Apartamento
Apartamento;Campo Grande;2;0;0;60;800.0;380.0;0.0;13.33;;Apartamento
Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0;70.59;17432.0;Apartamento
Casa;Tijuca;4;1;1;191;4000.0;300.0;0.0;20.94;;Casa
Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0;38.57;1794.0;Apartamento
Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;22.22;1901.0;Apartamento
Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0;22.0;6750.0;Casa
Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0;33.93;5209.0;Apartamento
Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;13.95;2766.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;53.75;11150.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;100;2800.0;1500.0;490.0;28.0;4790.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;0.0;15.05;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0;19.35;2545.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0;36.67;4150.0;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;20;0;2160;129600.0;60480.0;0.0;60.0;;Apartamento
Apartamento;Taquara;2;2;0;55;790.0;350.0;0.0;14.36;;Apartamento
Quitinete;Centro;1;0;0;33;990.0;463.0;25.0;30.0;1478.0;Apartamento
Apartamento;Copacabana;2;0;0;54;1800.0;590.0;0.0;33.33;;Apartamento
Conjunto Comercial/Sala;Centro;0;10;0;1136;136370.0;22728.0;5682.0;120.04;164780.0;Apartamento
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;47.14;4845.0;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;25.64;12000.0;Apartamento
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;24.53;1808.0;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;28.57;1379.0;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;21.34;5067.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;20.0;1737.0;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;17.0;1142.0;Apartamento
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;54.62;5612.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;20.0;2218.0;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;36.11;1619.0;Apartamento
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;30.0;7577.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;17.86;;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;20.0;;Apartamento
Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;53.85;1791.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;30.0;56410.0;Casa
Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1380.0;507.0;25.0;4887.0;Apartamento
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;18.07;2072.0;Apartamento
Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;11.11;;Apartamento
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;70.0;4950.0;Apartamento
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;26.32;3180.0;Apartamento
